filename,company,chunk_id,text
Jacob.pdf,Jacob,11,"Employee Handbook 4 INTRODUCTION Welcome! On behalf of your colleagues, I welcome you to Jacob Heating & Air Conditioning and wish you every success here. We believe that each employee contributes directly to JH&A's growth and success, and we hope you will take pride in being a member of our team. This handbook was developed to describe some of the expectations of our employees and to outline the policies, programs, and benefits available to eligible employees. Employees should familiarize themselves with the contents of the Employee Handbook upon hire and start, for it will answer many questions about your employment with JH&A. We hope that your experience here will be challenging, enjoyable, and rewarding. Sincerely, Robert Jacob President JACOB Heating & Air Conditioning Employee Handbook 5 100. ORGANIZATION - DESCRIPTION I. Goods and Services Provided Our company has two divisions: Jacob Sheet Metal Works and Jacob Heating & Air Conditioning."
Jacob.pdf,Jacob,12,"Jacob Sheet Metal Works fabricates in light gauge sheet metal. We offer galvanized, black iron (cold rolled) metal, aluminum, stainless steel and copper. Our 10' power shear can handle up to 16-gauge galvanized metal (the lower the number, the thicker the material). We do not do any welding, including of aluminum. We solder galvanized, stainless steel and copper. Our sales include everything from small over -the-counter orders, to work performed for various industrial and commercial firms in our area. It is the policy of the company that over -the-counter sheet metal orders will be taken on a first come, first serviced basis. Discretion will be used to prioritize orders that offer more revenue and benefit to the company (ex: a $2000 job vs. a $10 order). The company will make every attempt to advise customers of an appropriate timeframe that it will take to fulfill an order. It is important to note that sheet metal ductwork used by our air conditioning division is fabricated"
Jacob.pdf,Jacob,13,"in our shop and these jobs will take precedence to other sheet metal jobs due the primary nature of the business. Most typical duct fittings, such as elbows, boots, and collars are purchased through wholesale distributors. We generally use sheet metal trunk lines, wrapped in duct wrap insulation, followed by flex supply runs. It is the philosophy of the company that this provides the customer with a superior duct system, and JH&A is the only company in the area that offers this. We will use fiberglass duct board for plenums and trunk lines as the specific job is bid. Jacob Heating & Air Conditioning conducts business in HVAC repair, maintenance, equipment sales and installation. Our sales are primarily residential and light commercial. In recent years we have begun to take on more commercial jobs, such as the Main Str eet Bank in DeLand. Our primary installation and repair work is for single family residences. We do not currently perform any refrigeration or chiller work."
Jacob.pdf,Jacob,14,"any refrigeration or chiller work. We occasionally do new home construction; this would typically be a custom home situation, as we are not in the business of new home construction. We install and repair gas furnaces and oil -fired furnaces. We do not work on carburetor -type oil furnaces. We install and repair water-to-air heat pumps. JACOB Heating & Air Conditioning Employee Handbook 6 We generally do not work on window ale units. However, we reserve the right to service a customer who has both central and window units. In such a case, we will send two people to remove the customer who has both central and window units. In such a case, we will send two people to remove the window or wall unit and bring it to our shop for bench repairs. The customer must be advised the repairs could be costly, and it may be beneficial to buy a new unit. II. Facilities and Location(s): Our offices and sheet metal shop are located at 611 E. International Speedway Blvd., DeLand FL"
Jacob.pdf,Jacob,15,"32724. This street is also known as East Highway 92. Our business is located within the DeLand city limits. Our main phone number is: (386) 734-0901 The back line is: (386) 734-9096. This number should be used for calls outside of regular business hours. Our fax line is: (386) 734-0808 III. History of Jacob Heating & Air Conditioning: Jacob Sheet Metal Works was founded in 1921 by Rudolph Jacob, Robert Jacob's grandfather. He moved to DeLand from Ohio and began working with a wooden brake installing metal roofs, copper work, guttering, and later warm air heating ducts. In those days, metal was shipped down the St. John's River and received at the Lake Beresford settlement. After World War II Robert's father, Paul Jacob joined Rudolph in the family business. Paul’s brother, Ervin Jacob, also worked with the company until 1977. The business was incorporated in 1964. Jacob Sheet Metal Works continued as a thriving business in DeLand during the 50’s, 60's and"
Jacob.pdf,Jacob,16,"70’s. The company started concentrating on central heating & air conditioning installations as their popularity grew. Throughout the years, the company has gained a reputation in West Volusia County as the top- quality repair and installation company. We have many customers who have been doing business with Jacob Sheet Metal 30 -60 years, and we respect these people tremendously. Jacob Sheet Metal Works is one of DeLand's oldest businesses. JACOB Heating & Air Conditioning Employee Handbook 7 Robert Jacob grew up in the family business. He obtained college degrees from Daytona Beach Community College and Florida Atlantic University and joined the firm in 1974 after servicing in the U.S. Army. Robert’s wife, Kim Jacob spent her career as an elementary school teacher. Robert and Kim have two children, Jennifer and Clinton. Robert is an active member and deacon in the First Presbyterian Church of DeLand."
Jacob.pdf,Jacob,17,"in the First Presbyterian Church of DeLand. Robert's father, Paul, retired, but continued to lead an active life, working around the sheet metal shop nearly every day, until he passed away at the age of 88. In 1998 our heating & air conditioning business evolved to becoming 85% of the company's total sales. Even then, many people in town did not realize that the company did A/C work due to the name, “Jacob Sheet Metal Works.” For that reason, Robert decided i t was time to clarify the position in the marketplace by creating a branch called ""Jacob Heating & Air Conditioning."" This change resulted in major growth in our company, as we now have one of the most recognized names in West Volusia County. Other internal changes have occurred in recent years, including becoming more efficient. In 2000 we changed our repair pricing to ""Flat-Rate Pricing."" This is a proven feature in our industry, which has brought higher profits and stability, and allowed us to pay higher wages to our employees."
Jacob.pdf,Jacob,18,"We have also increased employee training and have developed a wide range of employee benefits. Most important, the company is extremely proud to say it has several employees who have been with the company over 10 years, and two have been with us 20 years and over. We are constantly striving to increase our place in the market. Through better managem ent, organization and teamwork, we become more profitable. IV. Organizational Structure: Our company is a corporation registered in the State of Florida. Our company is an official Qualified Business Organization in the State of Florida. Holding a State Class A Contractors License (CAC024345) and L.P. gas license. Fully insured with business liability and workers comp insurance. Memberships: V.A.C.C.A. (county) and A.C.C.A. (national). JACOB Heating & Air Conditioning Employee Handbook 8 V. Role of the Human Resources Department: Due to the size of the company, the role of Human Resources is fulfilled through a team effort by"
Jacob.pdf,Jacob,19,"the President, the office employees, a supervisor, and you, as the employee. VI. Management Philosophy: It is the philosophy of our company that we work as a team, with true success coming only through the combined efforts of each and every employee. Our management philosophy is to expect quality work from our employees, who will receive respect, competitive wages, and above average benefits in return. We believe in an honest day's pay for an honest day's work. Every employee is expected to contribute his best effort, each day, to produce quality service to our customers. We believe this will assure a winning combination, for the company, its employees, and also for the customer. We believe in an open -door policy and strive to create an atmosphere where employees are encouraged to discuss their problems openly with their superiors, without fear of reprisal, and share their accomplishments with others. Every effort will be made to a ssure each employee is"
Jacob.pdf,Jacob,20,"always respected and treated equitably. VII. Goals: Our goal is to provide the highest quality service to our customers, at a fair price. In doing so we will provide a profitable business in which our employees can grow while creating a loyal client base within the West Volusia area. JACOB Heating & Air Conditioning Employee Handbook 9 101. Nature of Employment This handbook is intended to provide employees with a general understanding of our personnel policies. Employees are encouraged to familiarize themselves with the contents of this handbook, for it will answer many common questions concerning employment with JH&A. However, this handbook cannot anticipate every situation or answer every question about employment and should not be considered all-inclusive. It is not an employment contract and is not intended to create contractual obligations of any kind. Neither the employee nor JH&A is"
Jacob.pdf,Jacob,21,"bound to continue the employment relationship if either chooses, at its will, to end the relationship at any time. In order to retain necessary flexibility in the administration of policies and procedures, JH&A reserves the right to change, revise, or eliminate any of the policies and/or benefits described in this handbook, except for its policy of employment -at-will. The only recognized deviations from the stated policies are those authorized and signed by the chief executive officer of JH&A. 102. Employee Relations JH&A believes that the work conditions, wages, and benefits it offers to its employees are competitive with those offered by other employers in this area and in this industry. If employees have concerns about work conditions or compensation, they are stron gly encouraged to voice these concerns openly and directly to their supervisors. Our experience has shown that when employees deal openly and directly with supervisors,"" the"
Jacob.pdf,Jacob,22,"work environment can be excellent, communications can be clear, and attitudes can be positive. We believe that JH&A amply demonstrates its commitment to employees by responding effectively to employee concerns. 103. Equal Employment Opportunity In order to provide equal employment and advancement opportunities to all individuals, employment decisions at JH&A will be based on merit, qualifications, and abilities. JH&A does not discriminate in employment opportunities or practices on the basis of race, color, religion, sex, disability, veteran status, national origin, age, or any other characteristic protected by law. . This policy governs all aspects of employment, including selection, job assignment, compensation, discipline, termination, and access to benefits and training. JACOB Heating & Air Conditioning Employee Handbook 10 Any employee with questions or concerns about any type of discrimination in the workplace is"
Jacob.pdf,Jacob,23,"encouraged to bring these issues to the attention of their immediate supervisor. Employees can raise concerns and make reports without fear of retaliation Anyone f ound to be engaging in any type of unlawful discrimination will be subject to disciplinary action, up to and including termination of employment. 104. Business Ethics and Conduct The successful business operation and reputation of JH&A is built upon the principles of fair dealing and ethical conduct of our employees. Our reputation for integrity and excellence requires careful observance of the spirit and letter of all applicable l aws and regulations, as well as a scrupulous regard for the highest standards of conduct and personal integrity. The continued success of JH&A is dependent upon our customers' trust and we are dedicated to preserving that trust. Employees owe a duty to JH&A, its customers, and shareholders to act in a way that will merit the continued trust and confidence of the public."
Jacob.pdf,Jacob,24,"JH&A will comply with all applicable laws and regulations and expects its directors, officers, and employees to conduct business in accordance with the letter, spirit, and intent of all relevant laws and to refrain from any illegal, dishonest, or unethical conduct. In general, the use of good judgment, based on high ethical principles, will guide you with respect to lines of acceptable conduct. If a situation arises where it is difficult to determine the proper course of action, the matter should be discussed openly with your immediate supervisor. If necessary, the matter should be escalated to Management for advice and consultation. Compliance with this policy of business ethics and conduct is the responsibility of every JH&A employee. Disregarding or failing to comply with this standard of business ethics and conduct could lead to disciplinary action, up to and including possible termination of employment. 105. Hiring of Relatives"
Jacob.pdf,Jacob,25,"105. Hiring of Relatives The employment of relatives in the same area of an organization may cause serious conflicts and problems with favoritism and employee morale. In addition to claims of partiality in treatment at work, personal conflicts from outside the work environment can be carried into day-to-day working relationships. All hiring of family will be considered in a case-by-case basis in consideration of organizational impact. · JACOB Heating & Air Conditioning Employee Handbook 11 In cases where a conflict or the potential for conflict arises, even if there is no supervisory relationship involved, the parties may be separated by reassignment or terminated from employment. For the purposes of this policy, a relative is any person who is related by blood or marriage, or whose relationship with the employee is similar to that of persons who are related by blood or marriage. 106. Employee Medical Examinations"
Jacob.pdf,Jacob,26,"marriage. 106. Employee Medical Examinations To help ensure that employees are able to perform their duties safely, medical examinations may be required. After an offer has been made to an applicant entering a designated job category, a medical questionnaire will be required, and a medical examination may be required at JH&A's expense by a health professional of JH&A's choice. The offer of employment and as signment to duties is contingent upon completion of the questionnaire. Any employee off work more than three continuous workdays for an unforeseen illness or injury may be required to present JH&A with a written status report from a qualified healthcare provider. The status report must contain a diagnosis of the illness or injury, an acceptable explanation of why the employee cannot perform his or her job duties, and a reasonable expected return-to-work date. (Also see employee policies under Section 601 ""Medical Leave"")."
Jacob.pdf,Jacob,27,"Information on an employee's medical condition or history will be kept separate from other employee information and maintained confidentially. Access to this information will be limited to those who have a legitimate need to know. 107. Immigration Law Compliance JH&A is committed to employing only United States citizens and aliens who are authorized to work in the United States and does not unlawfully discriminate on the basis of citizenship or national origin. In compliance with the Immigration Reform and Control Act of 1986, each new employee, as a condition of employment, must complete the Employment Eligibility Verification Form 1 -9 and present documentation establishing identity and employment eligibility. Former employees who are rehired must also complete the form if they have not completed a 1-9 with JH&A within the past three years, or if their previous I-9 is no longer retained or valid. JACOB Heating & Air Conditioning Employee Handbook 12"
Jacob.pdf,Jacob,28,JACOB Heating & Air Conditioning Employee Handbook 12 Employees with questions or seeking more information on immigration law issues are encouraged to contact the Controller. Employees may raise questions or complaints about immigration law compliance without fear of reprisal. 108. Conflicts of Interest Employees have an obligation to conduct business within guidelines that prohibit actual or potential conflicts of interest. This policy establishes only the framework within which JH&A wishes the business to operate. The purpose of these guidelines is to p rovide general direction so that employees can seek further clarification on issues related to the subject of acceptable standards of operation. Contact Management for more information or questions about conflicts of interest. An actual or potential conflict of interest occurs when an employee is in a position to influence a decision that may result in a personal gain for that employee or for a relative as a result of JH&A's
Jacob.pdf,Jacob,29,"business dealings. For the purposes of this policy, a relative is any person who is related by blood or marriage, or whose relationship with the employee is similar to that of persons who are related by blood or marriage. No ""presumption of guilt"" is created by the mere existence of a relationship with outside firms. However, if employees have any influence on transactions involving purchases, contracts, or leases, it is imperative that they disclose to an officer of JH&A as soon as possible the existence of any actual or potential conflict of interest so that safeguards can be established to protect all parties. Personal gain may result not only in cases where an employee or relative has a significant ownership in a firm with which JH&A does business, but also when an employee or relative receives any kickback, bribe, substantial gift, or special consideration as a result of any transaction or business dealings involving JH&A. 109. Outside Employment"
Jacob.pdf,Jacob,30,"109. Outside Employment Employees may hold outside jobs as long as they are open and honest about their outside employment with their direct supervisor and meet the performance standards of their job with JH&A. All employees will be judged by the same performance standards and will be subject to JH&A's scheduling demands, regardless of any existing outside work requirements. If the outside role precedes employment with JH&A, the employee should make the intention to maintain their outside position during the application/interview process with JH&A. JACOB Heating & Air Conditioning Employee Handbook 13 If JH&A determines that an employee's outside work interferes with performance or the ability to meet the requirements of JH&A as they are modified from time to time, the employee may be asked to terminate the outside employment if he or she wishes to remain with JH&A. ""Moonlighting,"" or outside employment that constitutes a conflict of interest is prohibited."
Jacob.pdf,Jacob,31,"Employees may not receive any income or material gain from individuals outside JH&A for materials produced or services rendered while performing their jobs. Due to various reasons, the following will be considered as unacceptable conflicts of interests: - Working for a competitor as a direct employee or as a subcontractor - Taking business away from JH&A by serving an existing customer - Any business that uses JH&A time or material. It is important to note that service performed by an individual employee outside of JH&A business hours could be interpreted as JH&A related work from a legal perspective, and that it is against the law for a homeowner to hire an unlicensed individual to perform work. JH&A is in no way responsible for business performed by an individual outside of assigned jobs/duties. 110. Non-Disclosures The protection of confidential business information and trade secrets is vital to the interests and"
Jacob.pdf,Jacob,32,"the success of JH&A. Such confidential information includes, but is not limited to, the following examples: - wages or personal employee data - computer programs and codes · - customer lists - customer preference - financial information - marketing strategies - pricing for pending projects and proposals Employees who improperly use or disclose trade secrets or confidential business s information will be subject to disciplinary action, up to and including termination of employment and legal action, even if they do not actually benefit from the disclosed information JACOB Heating & Air Conditioning Employee Handbook 14 111. Disability Accommodations JH&A is committed to complying fully with the Americans with Disabilities Act (ADA) and ensuring equal opportunity in employment for qualified persons with disabilities. All employment practices and activities are conducted on a non-discriminatory basis. Hiring procedures have been reviewed and provide persons with disabilities meaningful"
Jacob.pdf,Jacob,33,"employment opportunities. Pre -employment inquiries are made only regarding an applicant's ability to perform the duties of the position. Reasonable accommodation is available to all disabled employees, where their disability affects the performance of job functions. All employment decisions are based on the merits of the situation in accordance with defined criteria, not the disability of the individual. Qualified individuals with disabilities are entitled to equal pay and other forms of compensation (or changes in compensation) as well as in job assignments, classifications, organizational structures, position descriptions, lines of progression, and seniority lists. Leave of all types will be available to all employees on an equal basis. JH&A is also committed to not discriminating against any qualified employees or applicants because they are related to or associated with a person with a disability. JH&A will follow any"
Jacob.pdf,Jacob,34,"state or local law that provides individuals with disabilities greater protection than the ADA. This policy is neither exhaustive nor exclusive. JH&A is committed to taking all other actions necessary to ensure equal employment opportunity for persons with disabilities in accordance with the ADA and all other applicable federal, state, and local laws. 112. Employment Categories It is the intent of JH&A to clarify the definitions of employment classifications so that employees understand their employment status and benefit eligibility. These classifications do not guarantee employment for any specified period of time. Accordingly, the right to terminate the employment relationship at will at any time is retained by both the employee and JH&A. Each employee is designated as either NONEXEMPT or EXEMPT from federal and state wage and hour laws. NONEXEMPT employees are entitled to overtime pay under the specific"
Jacob.pdf,Jacob,35,"provisions of federal and state laws. EXEMPT employees are excluded from specific provi sions of federal and state wage and hour laws. An employee's EXEMPT or NONEXEMPT classification may be changed only upon written notification by JH&A management. In addition to the above categories, each employee will belong lo one other employment category: JACOB Heating & Air Conditioning Employee Handbook 15 REGULAR FULL-TIME employees are those who are not in a temporary or introductory status and who are regularly scheduled to work JH&A's full -time schedule. Generally, they are eligible for JH&A's benefit package, subject to the terms, conditions, and limita tions of each benefit program. PART-TIME employees are those who are not assigned to a temporary or introductory status and who are regularly scheduled to work less than 32 hours per week. While they do receive all legally mandated benefits (such as Social Security and workers' compensa tion insurance), they are"
Jacob.pdf,Jacob,36,"ineligible for all of JH&A's other benefit programs. INTRODUCTORY employees are those whose performance is being evaluated to determine whether further employment in a specific position or with JH&A is appropriate. Employees who satisfactorily complete the introductory period will be notified of their new em ployment classification. TEMPORARY employees are those who are hired as interim replacements, to temporarily supplement the work force, or to assist in the completion of a specific project. Employment assignments in this category are of a limited duration. Employment beyond any in itially stated period does not in any way imply a change in employment status. Temporary employees retain that status unless and until notified of a change. While temporary employees receive all legally mandated benefits (such as workers' compensation insu rance and Social Security), they are ineligible for all of JH&A's other benefit programs."
Jacob.pdf,Jacob,37,"ineligible for all of JH&A's other benefit programs. CASUAL employees are tho.se who have established an employment relationship with JH&A but who are assigned to work on an intermittent and/or unpredictable basis. While they receive all legally mandated benefits (such as workers' compensation insurance and Social Security), they are ineligible for all of JH&A's other benefit programs. 113. Access to Personnel Files JH&A maintains a personnel file on each employee. The personnel file includes such information as the employee's job application, resume, records of training, documentation of performance appraisals and salary increases, and other employment records. Personnel files are the property of JH&A, and access to the information they contain is restricted. Generally, only supervisors and management personnel of JH&A who have a legitimate reason to review information in a file are allowed to do so. Employees who wish to review their own file should contact their manager. With reasonable"
Jacob.pdf,Jacob,38,"advance notice, employees may review their own personnel files in JH&A's offices and in the presence of an individual appointed by JH&A to maintain the files. JACOB Heating & Air Conditioning Employee Handbook 16 114. Employment Reference Checks To ensure that individuals who join JH&A are well qualified and have a strong potential to be productive and successful, it is the policy of JH&A to check the references of all applicants. All applicants will be asked, in writing, to authorize background checks for felony convictions, driver’s license reports, workers comp reports, and a nation-wide search on sex offender violations. The information obtained from the screening will be considered on a case by case basis and each situation will be considered individually. Management will respond in writing only to those reference check inquiries that are submitted in writing. Responses to such inquiries will confirm only dates of employment, wage rates, and position(s) held."
Jacob.pdf,Jacob,39,"position(s) held. 115. Personnel Data Changes It is the responsibility of each employee to promptly notify JH&A of any changes in personnel data. Personal mailing addresses, telephone numbers, number and names of dependents, individuals to be contacted in the event of emergency, educational accomplish ments, and other such status reports should be accurate and current at all times. If any personnel data has changed, notify the Office Manager. 116. Introductory Period The introductory period is intended to give new employees the opportunity to demonstrate their ability to achieve a satisfactory level of performance and to determine whether the new position meets their expectations. JH&A uses this period to evaluate employee capabilities, work habits, and overall performance. Either the employee or JH&A may end the employment relationship at will at any time during or after the introductory period, with or without cause or advance notice."
Jacob.pdf,Jacob,40,"All new and rehired employees work on an introductory basis for the first 90 calendar days after their date of hire. Any significant absence will automatically extend an introductory period by the length of the absence. If JH&A determines that the designated introductory period does not allow sufficient time to thoroughly evaluate the employee's performance, the introductory period may be extended for a specified period. Upon satisfactory completion of the introductory period, employees enter the ""regular"" employment classification. JACOB Heating & Air Conditioning Employee Handbook 17 During the introductory period, new employees are eligible for those benefits that are required by law, such as workers' compensation insurance and Social Security. After becoming regular employees, they may also be eligible for other JH&A provided benefits, subject to the terms and conditions of each benefits program. Employees should read the information for each specific"
Jacob.pdf,Jacob,41,"benefits program for the details on eligibility requirements. Your employment with JH&A is a voluntary one and is subject to termination by you or JH&A at will, with or without cause, and with or without notice, at any time. Nothing in these policies shall be interpreted to be in conflict with or to eliminate or modi fy in any way the employment -at-will status of JH&A employees. This policy of employment -at-will may not be modified by any officer or employee and shall not be modified in any publication or document. The only exception to this policy is a written employment agreement approved at the discretion of the President or th e Board of Directors, whichever is applicable. 117. Employment Applications JH&A relies upon the accuracy of information contained in the employment application, as well as the accuracy of other data presented throughout the hiring process and employment. Any misrepresentations, falsifications, or material omissions in any of this information or data may"
Jacob.pdf,Jacob,42,"result in JH&A's exclusion of the individual from further consideration for employment or, if the person has been hired, termination of employment. 118. Performance Evaluation Supervisors and employees are strongly encouraged to discuss job performance and goals on an informal, day-to-day basis. Additional formal performance evaluations are conducted to provide both supervisors and employees the opportunity to discuss job tasks, identify and correct weaknesses, encourage and recognize strengths, and discuss positive, purposeful approaches for meeting goals. Performance evaluations are scheduled approximately every 12 months, generally occurring in the late spring. Merit-based pay adjustments are awarded by JH&A in an effort to recognize truly superior employee performance. The decision to award such an adjustment is dependent upon numerous factors, including the information documented by this formal performance evaluation process. JACOB Heating & Air Conditioning Employee Handbook 18"
Jacob.pdf,Jacob,43,"JACOB Heating & Air Conditioning Employee Handbook 18 119. Employee Benefits Eligible employees at JH&A are provided a wide range of benefits. A number of the programs (such as Social Security, workers' compensation, state disability, and unemployment insurance) cover all employees in the manner prescribed by law. Benefits eligibility is dependent upon a variety of factors, including employee classification. Your supervisor can identify the programs for which you are eligible. Details of many of these programs can be found elsewhere in the employee handbook. The following benefit programs are available to eligible employees: - COBRA Major Medical Benefit Conversion at Termination - Drug or Alcohol Rehabilitation Program (at employee's own expense) - Employee Assistance Program (through the Drug Free Workplace) - Family Leave (as required by Law) - Holidays - Major Medical Insurance for Employee - Dependent Major Medical Insurance through payroll deduction"
Jacob.pdf,Jacob,44,"- Dependent Major Medical Insurance through payroll deduction - Pharmacy (prescription drug plan included in Major Medical Insurance) - Paid Time Off (PTO is similar to Vacation & Sick Leave) - Pension Plan/ Simple IRA Contributions with Company matching (matching amount decided by retirement plan provider) - Spiffs* - Supplemental Plans through payroll deduction: • (Dental, Short-Term Disability, Accident, Hospital Indemnity, and Cancer Plans) - Uniforms - Voting Time Off JACOB Heating & Air Conditioning Employee Handbook 19 Some benefit programs require contributions from employees, but most are paid by JH&A. The benefit package for regular full -time employees represents an additional cost to JH&A of approximately 32 percent of wages. Due to government regulations, there may be a waiting period required for certain benefits. For a current and comprehensive list of benefits guidelines and plans, see the Office Manager."
Jacob.pdf,Jacob,45,*Spiff benefits will only be extended/paid to Full-Time/Active employees. 120. Holidays - JH&A will grant holiday time off to all employees on the holidays listed below: - New Year's Day (January 1) - Memorial Day (last Monday in May) - Independence Day (July 4) - Labor Day (first Monday in September) - Thanksgiving (fourth Thursday in November) - Christmas (December 25) JH&A will grant paid holiday time off to all eligible employees immediately upon assignment to an eligible employment classification. Holiday pay will be calculated based on the employee's straight-time pay rate (as of the date of the holiday) times the number of hours the employee would otherwise have worked on that day. Eligible employee classification(s): - Regular full-time employees A recognized holiday that falls on a Saturday will be observed on the preceding Friday. A recognized holiday that falls on a Sunday will be observed on the following Monday.
Jacob.pdf,Jacob,46,"If a recognized holiday falls during an eligible employee's paid absence (such as vacation or sick leave), holiday pay will be provided instead of the paid time off benefit that would otherwise have applied. If eligible nonexempt employees work on a recognized holiday, they will receive holiday pay plus wages at their straight -time rate for the hours worked on the holiday. Due to business needs, there will be on-call requirements for Service Technicians and those who are deemed as “on-call” JACOB Heating & Air Conditioning Employee Handbook 20 will inevitably work holidays. The holiday on -call schedule will be determined in advance and requests for PTO will be accommodated the best of JH&A’s ability, but are not guaranteed. Paid time off for holidays will not be counted as hours worked for the purposes of determining whether overtime pay is owed. 121. Workers' Compensation Insurance JH&A provides a comprehensive workers' compensation insurance program at no cost to"
